ID,rock_type
TEST_64228,Gneiss
TEST_64229,Weathered_Rock
TEST_64230,Gneiss
TEST_64231,Gneiss
TEST_64232,Gneiss
TEST_64233,Gneiss
TEST_64234,Gneiss
TEST_64235,Gneiss
TEST_64236,Gneiss
TEST_64237,Gneiss
TEST_64238,Weathered_Rock
TEST_64239,Gneiss
TEST_64240,Gneiss
TEST_64241,Gneiss
TEST_64242,Etc
TEST_64243,Andesite
TEST_64244,Weathered_Rock
TEST_64245,Gneiss
TEST_64246,Gneiss
TEST_64247,Gneiss
TEST_64248,Weathered_Rock
TEST_64249,Gneiss
TEST_64250,Gneiss
TEST_64251,Gneiss
TEST_64252,Weathered_Rock
TEST_64253,Weathered_Rock
TEST_64254,Weathered_Rock
TEST_64255,Weathered_Rock
TEST_64256,Gneiss
TEST_64257,Mud_Sandstone
TEST_64258,Gneiss
TEST_64259,Gneiss
TEST_64260,Gneiss
TEST_64261,Weathered_Rock
TEST_64262,Weathered_Rock
TEST_64263,Gneiss
TEST_64264,Gneiss
TEST_64265,Weathered_Rock
TEST_64266,Mud_Sandstone
TEST_64267,Andesite
TEST_64268,Mud_Sandstone
TEST_64269,Andesite
TEST_64270,Weathered_Rock
TEST_64271,Gneiss
TEST_64272,Gneiss
TEST_64273,Gneiss
TEST_64274,Weathered_Rock
TEST_64275,Etc
TEST_64276,Weathered_Rock
TEST_64277,Weathered_Rock
TEST_64278,Weathered_Rock
TEST_64279,Weathered_Rock
TEST_64280,Gneiss
TEST_64281,Etc
TEST_64282,Etc
TEST_64283,Weathered_Rock
TEST_64284,Weathered_Rock
TEST_64285,Weathered_Rock
TEST_64286,Weathered_Rock
TEST_64287,Weathered_Rock
TEST_64288,Weathered_Rock
TEST_64289,Weathered_Rock
TEST_64290,Mud_Sandstone
TEST_64291,Weathered_Rock
TEST_64292,Gneiss
TEST_64293,Mud_Sandstone
TEST_64294,Gneiss
TEST_64295,Weathered_Rock
TEST_64296,Weathered_Rock
TEST_64297,Gneiss
TEST_64298,Weathered_Rock
TEST_64299,Weathered_Rock
TEST_64300,Etc
TEST_64301,Weathered_Rock
TEST_64302,Granite
TEST_64303,Weathered_Rock
TEST_64304,Weathered_Rock
TEST_64305,Weathered_Rock
TEST_64306,Gneiss
TEST_64307,Mud_Sandstone
TEST_64308,Gneiss
TEST_64309,Mud_Sandstone
TEST_64310,Gneiss
TEST_64311,Weathered_Rock
TEST_64312,Gneiss
TEST_64313,Weathered_Rock
TEST_64314,Gneiss
TEST_64315,Gneiss
TEST_64316,Andesite
TEST_64317,Weathered_Rock
TEST_64318,Gneiss
TEST_64319,Gneiss
TEST_64320,Weathered_Rock
TEST_64321,Weathered_Rock
TEST_64322,Gneiss
TEST_64323,Mud_Sandstone
TEST_64324,Mud_Sandstone
TEST_64325,Etc
TEST_64326,Etc
TEST_64327,Etc
TEST_64328,Weathered_Rock
TEST_64329,Weathered_Rock
TEST_64330,Gneiss
TEST_64331,Weathered_Rock
TEST_64332,Gneiss
TEST_64333,Weathered_Rock
TEST_64334,Gneiss
TEST_64335,Gneiss
TEST_64336,Gneiss
TEST_64337,Gneiss
TEST_64338,Andesite
TEST_64339,Weathered_Rock
TEST_64340,Gneiss
TEST_64341,Weathered_Rock
TEST_64342,Weathered_Rock
TEST_64343,Weathered_Rock
TEST_64344,Gneiss
TEST_64345,Gneiss
TEST_64346,Gneiss
TEST_64347,Gneiss
TEST_64348,Gneiss
TEST_64349,Gneiss
TEST_64350,Weathered_Rock
TEST_64351,Weathered_Rock
TEST_64352,Weathered_Rock
TEST_64353,Gneiss
TEST_64354,Weathered_Rock
TEST_64355,Weathered_Rock
TEST_64356,Weathered_Rock
TEST_64357,Weathered_Rock
TEST_64358,Mud_Sandstone
TEST_64359,Andesite
TEST_64360,Mud_Sandstone
TEST_64361,Mud_Sandstone
TEST_64362,Weathered_Rock
TEST_64363,Weathered_Rock
TEST_64364,Weathered_Rock
TEST_64365,Weathered_Rock
TEST_64366,Gneiss
TEST_64367,Gneiss
TEST_64368,Weathered_Rock
TEST_64369,Weathered_Rock
TEST_64370,Gneiss
TEST_64371,Gneiss
TEST_64372,Weathered_Rock
TEST_64373,Etc
TEST_64374,Weathered_Rock
TEST_64375,Weathered_Rock
TEST_64376,Weathered_Rock
TEST_64377,Weathered_Rock
TEST_64378,Gneiss
TEST_64379,Gneiss
TEST_64380,Weathered_Rock
TEST_64381,Gneiss
TEST_64382,Weathered_Rock
TEST_64383,Weathered_Rock
TEST_64384,Gneiss
TEST_64385,Gneiss
TEST_64386,Gneiss
TEST_64387,Gneiss
TEST_64388,Gneiss
TEST_64389,Weathered_Rock
TEST_64390,Weathered_Rock
TEST_64391,Weathered_Rock
TEST_64392,Weathered_Rock
TEST_64393,Gneiss
TEST_64394,Gneiss
TEST_64395,Etc
TEST_64396,Etc
TEST_64397,Etc
TEST_64398,Gneiss
TEST_64399,Etc
TEST_64400,Etc
TEST_64401,Granite
TEST_64402,Etc
TEST_64403,Etc
TEST_64404,Etc
TEST_64405,Gneiss
TEST_64406,Weathered_Rock
TEST_64407,Etc
TEST_64408,Weathered_Rock
TEST_64409,Gneiss
TEST_64410,Andesite
TEST_64411,Weathered_Rock
TEST_64412,Gneiss
TEST_64413,Gneiss
TEST_64414,Weathered_Rock
TEST_64415,Weathered_Rock
TEST_64416,Weathered_Rock
TEST_64417,Weathered_Rock
TEST_64418,Weathered_Rock
TEST_64419,Weathered_Rock
TEST_64420,Weathered_Rock
TEST_64421,Weathered_Rock
TEST_64422,Weathered_Rock
TEST_64423,Weathered_Rock
TEST_64424,Gneiss
TEST_64425,Gneiss
TEST_64426,Mud_Sandstone
TEST_64427,Gneiss
TEST_64428,Gneiss
TEST_64429,Weathered_Rock
TEST_64430,Weathered_Rock
TEST_64431,Weathered_Rock
TEST_64432,Gneiss
TEST_64433,Etc
TEST_64434,Mud_Sandstone
TEST_64435,Weathered_Rock
TEST_64436,Mud_Sandstone
TEST_64437,Mud_Sandstone
TEST_64438,Gneiss
TEST_64439,Weathered_Rock
TEST_64440,Weathered_Rock
TEST_64441,Weathered_Rock
TEST_64442,Gneiss
TEST_64443,Gneiss
TEST_64444,Gneiss
TEST_64445,Mud_Sandstone
TEST_64446,Mud_Sandstone
TEST_64447,Andesite
TEST_64448,Gneiss
TEST_64449,Gneiss
TEST_64450,Gneiss
TEST_64451,Gneiss
TEST_64452,Andesite
TEST_64453,Andesite
TEST_64454,Weathered_Rock
TEST_64455,Gneiss
TEST_64456,Weathered_Rock
TEST_64457,Weathered_Rock
TEST_64458,Weathered_Rock
TEST_64459,Weathered_Rock
TEST_64460,Weathered_Rock
TEST_64461,Weathered_Rock
TEST_64462,Weathered_Rock
TEST_64463,Weathered_Rock
TEST_64464,Weathered_Rock
TEST_64465,Etc
TEST_64466,Weathered_Rock
TEST_64467,Weathered_Rock
TEST_64468,Weathered_Rock
TEST_64469,Gneiss
TEST_64470,Weathered_Rock
TEST_64471,Weathered_Rock
TEST_64472,Weathered_Rock
TEST_64473,Etc
TEST_64474,Etc
TEST_64475,Weathered_Rock
TEST_64476,Gneiss
TEST_64477,Gneiss
TEST_64478,Gneiss
TEST_64479,Weathered_Rock
TEST_64480,Weathered_Rock
TEST_64481,Weathered_Rock
TEST_64482,Weathered_Rock
TEST_64483,Weathered_Rock
TEST_64484,Weathered_Rock
TEST_64485,Mud_Sandstone
TEST_64486,Andesite
TEST_64487,Etc
TEST_64488,Etc
TEST_64489,Weathered_Rock
TEST_64490,Weathered_Rock
TEST_64491,Weathered_Rock
TEST_64492,Weathered_Rock
TEST_64493,Weathered_Rock
TEST_64494,Weathered_Rock
TEST_64495,Weathered_Rock
TEST_64496,Weathered_Rock
TEST_64497,Weathered_Rock
TEST_64498,Gneiss
TEST_64499,Weathered_Rock
TEST_64500,Andesite
TEST_64501,Weathered_Rock
TEST_64502,Mud_Sandstone
TEST_64503,Gneiss
TEST_64504,Gneiss
TEST_64505,Andesite
TEST_64506,Weathered_Rock
TEST_64507,Weathered_Rock
TEST_64508,Weathered_Rock
TEST_64509,Weathered_Rock
TEST_64510,Weathered_Rock
TEST_64511,Weathered_Rock
TEST_64512,Weathered_Rock
TEST_64513,Weathered_Rock
TEST_64514,Weathered_Rock
TEST_64515,Weathered_Rock
TEST_64516,Weathered_Rock
TEST_64517,Weathered_Rock
TEST_64518,Weathered_Rock
TEST_64519,Weathered_Rock
TEST_64520,Weathered_Rock
TEST_64521,Weathered_Rock
TEST_64522,Weathered_Rock
TEST_64523,Weathered_Rock
TEST_64524,Weathered_Rock
TEST_64525,Gneiss
TEST_64526,Gneiss
TEST_64527,Gneiss
TEST_64528,Gneiss
TEST_64529,Gneiss
TEST_64530,Granite
TEST_64531,Gneiss
TEST_64532,Gneiss
TEST_64533,Gneiss
TEST_64534,Weathered_Rock
TEST_64535,Weathered_Rock
TEST_64536,Mud_Sandstone
TEST_64537,Mud_Sandstone
TEST_64538,Andesite
TEST_64539,Weathered_Rock
TEST_64540,Weathered_Rock
TEST_64541,Mud_Sandstone
TEST_64542,Andesite
TEST_64543,Mud_Sandstone
TEST_64544,Mud_Sandstone
TEST_64545,Mud_Sandstone
TEST_64546,Mud_Sandstone
TEST_64547,Mud_Sandstone
TEST_64548,Mud_Sandstone
TEST_64549,Mud_Sandstone
TEST_64550,Mud_Sandstone
TEST_64551,Mud_Sandstone
TEST_64552,Mud_Sandstone
TEST_64553,Mud_Sandstone
TEST_64554,Mud_Sandstone
TEST_64555,Mud_Sandstone
TEST_64556,Mud_Sandstone
TEST_64557,Mud_Sandstone
TEST_64558,Mud_Sandstone
TEST_64559,Mud_Sandstone
TEST_64560,Mud_Sandstone
TEST_64561,Mud_Sandstone
TEST_64562,Mud_Sandstone
TEST_64563,Mud_Sandstone
TEST_64564,Mud_Sandstone
TEST_64565,Mud_Sandstone
TEST_64566,Mud_Sandstone
TEST_64567,Mud_Sandstone
TEST_64568,Mud_Sandstone
TEST_64569,Mud_Sandstone
TEST_64570,Mud_Sandstone
TEST_64571,Mud_Sandstone
TEST_64572,Mud_Sandstone
TEST_64573,Andesite
TEST_64574,Mud_Sandstone
TEST_64575,Mud_Sandstone
TEST_64576,Mud_Sandstone
TEST_64577,Mud_Sandstone
TEST_64578,Mud_Sandstone
TEST_64579,Mud_Sandstone
TEST_64580,Mud_Sandstone
TEST_64581,Mud_Sandstone
TEST_64582,Mud_Sandstone
TEST_64583,Mud_Sandstone
TEST_64584,Mud_Sandstone
TEST_64585,Mud_Sandstone
TEST_64586,Gneiss
TEST_64587,Mud_Sandstone
TEST_64588,Mud_Sandstone
TEST_64589,Gneiss
TEST_64590,Mud_Sandstone
TEST_64591,Mud_Sandstone
TEST_64592,Mud_Sandstone
TEST_64593,Mud_Sandstone
TEST_64594,Mud_Sandstone
TEST_64595,Mud_Sandstone
TEST_64596,Mud_Sandstone
TEST_64597,Mud_Sandstone
TEST_64598,Mud_Sandstone
TEST_64599,Mud_Sandstone
TEST_64600,Mud_Sandstone
TEST_64601,Mud_Sandstone
TEST_64602,Mud_Sandstone
TEST_64603,Mud_Sandstone
TEST_64604,Mud_Sandstone
TEST_64605,Mud_Sandstone
TEST_64606,Mud_Sandstone
TEST_64607,Mud_Sandstone
TEST_64608,Gneiss
TEST_64609,Mud_Sandstone
TEST_64610,Mud_Sandstone
TEST_64611,Mud_Sandstone
TEST_64612,Mud_Sandstone
TEST_64613,Mud_Sandstone
TEST_64614,Mud_Sandstone
TEST_64615,Mud_Sandstone
TEST_64616,Basalt
TEST_64617,Mud_Sandstone
TEST_64618,Mud_Sandstone
TEST_64619,Mud_Sandstone
TEST_64620,Mud_Sandstone
TEST_64621,Mud_Sandstone
TEST_64622,Mud_Sandstone
TEST_64623,Mud_Sandstone
TEST_64624,Mud_Sandstone
TEST_64625,Mud_Sandstone
TEST_64626,Mud_Sandstone
TEST_64627,Mud_Sandstone
TEST_64628,Mud_Sandstone
TEST_64629,Gneiss
TEST_64630,Mud_Sandstone
TEST_64631,Mud_Sandstone
TEST_64632,Mud_Sandstone
TEST_64633,Mud_Sandstone
TEST_64634,Mud_Sandstone
TEST_64635,Mud_Sandstone
TEST_64636,Mud_Sandstone
TEST_64637,Mud_Sandstone
TEST_64638,Mud_Sandstone
TEST_64639,Mud_Sandstone
TEST_64640,Mud_Sandstone
TEST_64641,Gneiss
TEST_64642,Mud_Sandstone
TEST_64643,Mud_Sandstone
TEST_64644,Mud_Sandstone
TEST_64645,Mud_Sandstone
TEST_64646,Mud_Sandstone
TEST_64647,Mud_Sandstone
TEST_64648,Mud_Sandstone
TEST_64649,Mud_Sandstone
TEST_64650,Mud_Sandstone
TEST_64651,Mud_Sandstone
TEST_64652,Mud_Sandstone
TEST_64653,Mud_Sandstone
TEST_64654,Mud_Sandstone
TEST_64655,Mud_Sandstone
TEST_64656,Mud_Sandstone
TEST_64657,Mud_Sandstone
TEST_64658,Mud_Sandstone
TEST_64659,Mud_Sandstone
TEST_64660,Mud_Sandstone
TEST_64661,Gneiss
TEST_64662,Mud_Sandstone
TEST_64663,Mud_Sandstone
TEST_64664,Mud_Sandstone
TEST_64665,Mud_Sandstone
TEST_64666,Mud_Sandstone
TEST_64667,Mud_Sandstone
TEST_64668,Mud_Sandstone
TEST_64669,Mud_Sandstone
TEST_64670,Mud_Sandstone
TEST_64671,Mud_Sandstone
TEST_64672,Mud_Sandstone
TEST_64673,Mud_Sandstone
TEST_64674,Mud_Sandstone
TEST_64675,Gneiss
TEST_64676,Mud_Sandstone
TEST_64677,Mud_Sandstone
TEST_64678,Gneiss
TEST_64679,Andesite
TEST_64680,Mud_Sandstone
TEST_64681,Mud_Sandstone
TEST_64682,Mud_Sandstone
TEST_64683,Etc
TEST_64684,Mud_Sandstone
TEST_64685,Mud_Sandstone
TEST_64686,Gneiss
TEST_64687,Basalt
TEST_64688,Mud_Sandstone
TEST_64689,Mud_Sandstone
TEST_64690,Mud_Sandstone
TEST_64691,Mud_Sandstone
TEST_64692,Mud_Sandstone
TEST_64693,Gneiss
TEST_64694,Basalt
TEST_64695,Mud_Sandstone
TEST_64696,Mud_Sandstone
TEST_64697,Mud_Sandstone
TEST_64698,Mud_Sandstone
TEST_64699,Mud_Sandstone
TEST_64700,Mud_Sandstone
TEST_64701,Mud_Sandstone
TEST_64702,Mud_Sandstone
TEST_64703,Mud_Sandstone
TEST_64704,Mud_Sandstone
TEST_64705,Mud_Sandstone
TEST_64706,Mud_Sandstone
TEST_64707,Mud_Sandstone
TEST_64708,Mud_Sandstone
TEST_64709,Mud_Sandstone
TEST_64710,Mud_Sandstone
TEST_64711,Basalt
TEST_64712,Gneiss
TEST_64713,Mud_Sandstone
TEST_64714,Mud_Sandstone
TEST_64715,Mud_Sandstone
TEST_64716,Mud_Sandstone
TEST_64717,Mud_Sandstone
TEST_64718,Mud_Sandstone
TEST_64719,Mud_Sandstone
TEST_64720,Mud_Sandstone
TEST_64721,Gneiss
TEST_64722,Mud_Sandstone
TEST_64723,Mud_Sandstone
TEST_64724,Mud_Sandstone
TEST_64725,Mud_Sandstone
TEST_64726,Gneiss
TEST_64727,Mud_Sandstone
TEST_64728,Mud_Sandstone
TEST_64729,Mud_Sandstone
TEST_64730,Mud_Sandstone
TEST_64731,Mud_Sandstone
TEST_64732,Mud_Sandstone
TEST_64733,Basalt
TEST_64734,Mud_Sandstone
TEST_64735,Basalt
TEST_64736,Mud_Sandstone
TEST_64737,Basalt
TEST_64738,Basalt
TEST_64739,Mud_Sandstone
TEST_64740,Mud_Sandstone
TEST_64741,Gneiss
TEST_64742,Mud_Sandstone
TEST_64743,Mud_Sandstone
TEST_64744,Mud_Sandstone
TEST_64745,Mud_Sandstone
TEST_64746,Gneiss
TEST_64747,Basalt
TEST_64748,Mud_Sandstone
TEST_64749,Mud_Sandstone
TEST_64750,Mud_Sandstone
TEST_64751,Mud_Sandstone
TEST_64752,Gneiss
TEST_64753,Basalt
TEST_64754,Mud_Sandstone
TEST_64755,Andesite
TEST_64756,Mud_Sandstone
TEST_64757,Mud_Sandstone
TEST_64758,Basalt
TEST_64759,Mud_Sandstone
TEST_64760,Basalt
TEST_64761,Mud_Sandstone
TEST_64762,Mud_Sandstone
TEST_64763,Mud_Sandstone
TEST_64764,Mud_Sandstone
TEST_64765,Mud_Sandstone
TEST_64766,Mud_Sandstone
TEST_64767,Mud_Sandstone
TEST_64768,Mud_Sandstone
TEST_64769,Mud_Sandstone
TEST_64770,Andesite
TEST_64771,Mud_Sandstone
TEST_64772,Weathered_Rock
TEST_64773,Mud_Sandstone
TEST_64774,Mud_Sandstone
TEST_64775,Mud_Sandstone
TEST_64776,Mud_Sandstone
TEST_64777,Mud_Sandstone
TEST_64778,Mud_Sandstone
TEST_64779,Mud_Sandstone
TEST_64780,Basalt
TEST_64781,Mud_Sandstone
TEST_64782,Basalt
TEST_64783,Mud_Sandstone
TEST_64784,Mud_Sandstone
TEST_64785,Mud_Sandstone
TEST_64786,Mud_Sandstone
TEST_64787,Mud_Sandstone
TEST_64788,Mud_Sandstone
TEST_64789,Gneiss
TEST_64790,Gneiss
TEST_64791,Gneiss
TEST_64792,Mud_Sandstone
TEST_64793,Mud_Sandstone
TEST_64794,Gneiss
TEST_64795,Mud_Sandstone
TEST_64796,Mud_Sandstone
TEST_64797,Basalt
TEST_64798,Mud_Sandstone
TEST_64799,Mud_Sandstone
TEST_64800,Mud_Sandstone
TEST_64801,Mud_Sandstone
TEST_64802,Mud_Sandstone
TEST_64803,Basalt
TEST_64804,Mud_Sandstone
TEST_64805,Mud_Sandstone
TEST_64806,Gneiss
TEST_64807,Mud_Sandstone
TEST_64808,Basalt
TEST_64809,Basalt
TEST_64810,Mud_Sandstone
TEST_64811,Mud_Sandstone
TEST_64812,Mud_Sandstone
TEST_64813,Basalt
TEST_64814,Mud_Sandstone
TEST_64815,Basalt
TEST_64816,Basalt
TEST_64817,Mud_Sandstone
TEST_64818,Basalt
TEST_64819,Mud_Sandstone
TEST_64820,Mud_Sandstone
TEST_64821,Mud_Sandstone
TEST_64822,Mud_Sandstone
TEST_64823,Mud_Sandstone
TEST_64824,Mud_Sandstone
TEST_64825,Mud_Sandstone
TEST_64826,Mud_Sandstone
TEST_64827,Basalt
TEST_64828,Mud_Sandstone
TEST_64829,Basalt
TEST_64830,Mud_Sandstone
TEST_64831,Gneiss
TEST_64832,Mud_Sandstone
TEST_64833,Mud_Sandstone
TEST_64834,Mud_Sandstone
TEST_64835,Mud_Sandstone
TEST_64836,Andesite
TEST_64837,Mud_Sandstone
TEST_64838,Mud_Sandstone
TEST_64839,Mud_Sandstone
TEST_64840,Mud_Sandstone
TEST_64841,Mud_Sandstone
TEST_64842,Basalt
TEST_64843,Mud_Sandstone
TEST_64844,Mud_Sandstone
TEST_64845,Mud_Sandstone
TEST_64846,Basalt
TEST_64847,Mud_Sandstone
TEST_64848,Mud_Sandstone
TEST_64849,Mud_Sandstone
TEST_64850,Weathered_Rock
TEST_64851,Basalt
TEST_64852,Mud_Sandstone
TEST_64853,Mud_Sandstone
TEST_64854,Mud_Sandstone
TEST_64855,Mud_Sandstone
TEST_64856,Granite
TEST_64857,Basalt
TEST_64858,Granite
TEST_64859,Gneiss
TEST_64860,Mud_Sandstone
TEST_64861,Mud_Sandstone
TEST_64862,Mud_Sandstone
TEST_64863,Gneiss
TEST_64864,Mud_Sandstone
TEST_64865,Mud_Sandstone
TEST_64866,Mud_Sandstone
TEST_64867,Gneiss
TEST_64868,Gneiss
TEST_64869,Gneiss
TEST_64870,Mud_Sandstone
TEST_64871,Mud_Sandstone
TEST_64872,Gneiss
TEST_64873,Mud_Sandstone
TEST_64874,Mud_Sandstone
TEST_64875,Mud_Sandstone
TEST_64876,Mud_Sandstone
TEST_64877,Mud_Sandstone
TEST_64878,Mud_Sandstone
TEST_64879,Mud_Sandstone
TEST_64880,Mud_Sandstone
TEST_64881,Mud_Sandstone
TEST_64882,Gneiss
TEST_64883,Mud_Sandstone
TEST_64884,Mud_Sandstone
TEST_64885,Mud_Sandstone
TEST_64886,Mud_Sandstone
TEST_64887,Mud_Sandstone
TEST_64888,Basalt
TEST_64889,Gneiss
TEST_64890,Mud_Sandstone
TEST_64891,Basalt
TEST_64892,Gneiss
TEST_64893,Mud_Sandstone
TEST_64894,Andesite
TEST_64895,Mud_Sandstone
TEST_64896,Mud_Sandstone
TEST_64897,Mud_Sandstone
TEST_64898,Mud_Sandstone
TEST_64899,Mud_Sandstone
TEST_64900,Mud_Sandstone
TEST_64901,Mud_Sandstone
TEST_64902,Gneiss
TEST_64903,Mud_Sandstone
TEST_64904,Gneiss
TEST_64905,Mud_Sandstone
TEST_64906,Mud_Sandstone
TEST_64907,Mud_Sandstone
TEST_64908,Gneiss
TEST_64909,Mud_Sandstone
TEST_64910,Mud_Sandstone
TEST_64911,Gneiss
TEST_64912,Mud_Sandstone
TEST_64913,Mud_Sandstone
TEST_64914,Mud_Sandstone
TEST_64915,Mud_Sandstone
TEST_64916,Basalt
TEST_64917,Mud_Sandstone
TEST_64918,Mud_Sandstone
TEST_64919,Mud_Sandstone
TEST_64920,Mud_Sandstone
TEST_64921,Mud_Sandstone
TEST_64922,Mud_Sandstone
TEST_64923,Mud_Sandstone
TEST_64924,Mud_Sandstone
TEST_64925,Mud_Sandstone
TEST_64926,Mud_Sandstone
TEST_64927,Basalt
TEST_64928,Gneiss
TEST_64929,Mud_Sandstone
TEST_64930,Basalt
TEST_64931,Mud_Sandstone
TEST_64932,Mud_Sandstone
TEST_64933,Weathered_Rock
TEST_64934,Basalt
TEST_64935,Mud_Sandstone
TEST_64936,Mud_Sandstone
TEST_64937,Mud_Sandstone
TEST_64938,Mud_Sandstone
TEST_64939,Mud_Sandstone
TEST_64940,Mud_Sandstone
TEST_64941,Basalt
TEST_64942,Mud_Sandstone
TEST_64943,Mud_Sandstone
TEST_64944,Mud_Sandstone
TEST_64945,Mud_Sandstone
TEST_64946,Mud_Sandstone
TEST_64947,Gneiss
TEST_64948,Mud_Sandstone
TEST_64949,Gneiss
TEST_64950,Basalt
TEST_64951,Mud_Sandstone
TEST_64952,Mud_Sandstone
TEST_64953,Mud_Sandstone
TEST_64954,Mud_Sandstone
TEST_64955,Basalt
TEST_64956,Mud_Sandstone
TEST_64957,Andesite
TEST_64958,Mud_Sandstone
TEST_64959,Mud_Sandstone
TEST_64960,Mud_Sandstone
TEST_64961,Mud_Sandstone
TEST_64962,Mud_Sandstone
TEST_64963,Mud_Sandstone
TEST_64964,Mud_Sandstone
TEST_64965,Mud_Sandstone
TEST_64966,Mud_Sandstone
TEST_64967,Gneiss
TEST_64968,Mud_Sandstone
TEST_64969,Mud_Sandstone
TEST_64970,Basalt
TEST_64971,Basalt
TEST_64972,Mud_Sandstone
TEST_64973,Mud_Sandstone
TEST_64974,Mud_Sandstone
TEST_64975,Mud_Sandstone
TEST_64976,Mud_Sandstone
TEST_64977,Mud_Sandstone
TEST_64978,Gneiss
TEST_64979,Basalt
TEST_64980,Mud_Sandstone
TEST_64981,Mud_Sandstone
TEST_64982,Andesite
TEST_64983,Mud_Sandstone
TEST_64984,Mud_Sandstone
TEST_64985,Mud_Sandstone
TEST_64986,Mud_Sandstone
TEST_64987,Basalt
TEST_64988,Gneiss
TEST_64989,Gneiss
TEST_64990,Mud_Sandstone
TEST_64991,Mud_Sandstone
TEST_64992,Weathered_Rock
TEST_64993,Mud_Sandstone
TEST_64994,Mud_Sandstone
TEST_64995,Andesite
TEST_64996,Mud_Sandstone
TEST_64997,Mud_Sandstone
TEST_64998,Mud_Sandstone
TEST_64999,Mud_Sandstone
TEST_65000,Mud_Sandstone
TEST_65001,Mud_Sandstone
TEST_65002,Mud_Sandstone
TEST_65003,Gneiss
TEST_65004,Mud_Sandstone
TEST_65005,Mud_Sandstone
TEST_65006,Mud_Sandstone
TEST_65007,Basalt
TEST_65008,Mud_Sandstone
TEST_65009,Mud_Sandstone
TEST_65010,Basalt
TEST_65011,Mud_Sandstone
TEST_65012,Basalt
TEST_65013,Gneiss
TEST_65014,Mud_Sandstone
TEST_65015,Mud_Sandstone
TEST_65016,Gneiss
TEST_65017,Mud_Sandstone
TEST_65018,Mud_Sandstone
TEST_65019,Mud_Sandstone
TEST_65020,Gneiss
TEST_65021,Basalt
TEST_65022,Mud_Sandstone
TEST_65023,Mud_Sandstone
TEST_65024,Basalt
TEST_65025,Basalt
TEST_65026,Gneiss
TEST_65027,Gneiss
TEST_65028,Gneiss
TEST_65029,Mud_Sandstone
TEST_65030,Gneiss
TEST_65031,Gneiss
TEST_65032,Gneiss
TEST_65033,Gneiss
TEST_65034,Gneiss
TEST_65035,Gneiss
TEST_65036,Gneiss
TEST_65037,Gneiss
TEST_65038,Gneiss
TEST_65039,Mud_Sandstone
TEST_65040,Mud_Sandstone
TEST_65041,Gneiss
TEST_65042,Weathered_Rock
TEST_65043,Etc
TEST_65044,Etc
TEST_65045,Gneiss
TEST_65046,Weathered_Rock
TEST_65047,Mud_Sandstone
TEST_65048,Mud_Sandstone
TEST_65049,Gneiss
TEST_65050,Weathered_Rock
TEST_65051,Gneiss
TEST_65052,Weathered_Rock
TEST_65053,Gneiss
TEST_65054,Mud_Sandstone
TEST_65055,Gneiss
TEST_65056,Gneiss
TEST_65057,Gneiss
TEST_65058,Gneiss
TEST_65059,Gneiss
TEST_65060,Etc
TEST_65061,Gneiss
TEST_65062,Gneiss
TEST_65063,Etc
TEST_65064,Gneiss
TEST_65065,Etc
TEST_65066,Gneiss
TEST_65067,Gneiss
TEST_65068,Gneiss
TEST_65069,Gneiss
TEST_65070,Gneiss
TEST_65071,Mud_Sandstone
TEST_65072,Etc
TEST_65073,Etc
TEST_65074,Mud_Sandstone
TEST_65075,Gneiss
TEST_65076,Gneiss
TEST_65077,Gneiss
TEST_65078,Gneiss
TEST_65079,Gneiss
TEST_65080,Gneiss
TEST_65081,Weathered_Rock
TEST_65082,Gneiss
TEST_65083,Gneiss
TEST_65084,Gneiss
TEST_65085,Gneiss
TEST_65086,Gneiss
TEST_65087,Mud_Sandstone
TEST_65088,Weathered_Rock
TEST_65089,Gneiss
TEST_65090,Etc
TEST_65091,Gneiss
TEST_65092,Gneiss
TEST_65093,Andesite
TEST_65094,Gneiss
TEST_65095,Gneiss
TEST_65096,Etc
TEST_65097,Weathered_Rock
TEST_65098,Gneiss
TEST_65099,Andesite
TEST_65100,Weathered_Rock
TEST_65101,Gneiss
TEST_65102,Weathered_Rock
TEST_65103,Weathered_Rock
TEST_65104,Etc
TEST_65105,Weathered_Rock
TEST_65106,Weathered_Rock
TEST_65107,Gneiss
TEST_65108,Etc
TEST_65109,Etc
TEST_65110,Mud_Sandstone
TEST_65111,Etc
TEST_65112,Gneiss
TEST_65113,Weathered_Rock
TEST_65114,Weathered_Rock
TEST_65115,Gneiss
TEST_65116,Etc
TEST_65117,Mud_Sandstone
TEST_65118,Mud_Sandstone
TEST_65119,Gneiss
TEST_65120,Etc
TEST_65121,Mud_Sandstone
TEST_65122,Gneiss
TEST_65123,Gneiss
TEST_65124,Etc
TEST_65125,Gneiss
TEST_65126,Etc
TEST_65127,Etc
TEST_65128,Weathered_Rock
TEST_65129,Mud_Sandstone
TEST_65130,Gneiss
TEST_65131,Etc
TEST_65132,Gneiss
TEST_65133,Weathered_Rock
TEST_65134,Gneiss
TEST_65135,Etc
TEST_65136,Etc
TEST_65137,Mud_Sandstone
TEST_65138,Gneiss
TEST_65139,Etc
TEST_65140,Etc
TEST_65141,Mud_Sandstone
TEST_65142,Gneiss
TEST_65143,Mud_Sandstone
TEST_65144,Gneiss
TEST_65145,Etc
TEST_65146,Gneiss
TEST_65147,Gneiss
TEST_65148,Gneiss
TEST_65149,Gneiss
TEST_65150,Weathered_Rock
